,job_bullets,job_company,job_description,job_employment_type,job_ids,job_industry,job_location,job_salary,job_sub_industry,job_sub_location,job_title,job_urls,file,salary_k,salary_comma,salary_num,salary_lower,salary_upper,salary,description_len,job_text
52,Enjoy flexible hours and working arrangements Work in the interesting and booming areas of cryptocurrency markets and sport A down to earth work culture that values work-life balance,Crypton Analytics,"Based in Melbourne CBD, we require a Data Scientist with post graduate qualifications to hit the ground running & build a career at Crypton Analytics",Full Time,34374593,Science & Technology,Melbourne,"Dependent on experience $100,000 - $200,000+","Mathematics, Statistics & Information Sciences",CBD & Inner Suburbs,Data Scientist (Cryptocurrency),https://www.seek.com.au/job/34374593,big-data,,"100,000, 200,000",,100000.0,200000.0,150000.0,25.0,"About us Crypton Analytics is a high performing team that is passionate about the power of analytics.This is a rare opportunity to work within an intimate team building predictive models for cryptocurrency markets and sport. b""Whats in it for you?"" Modern offices based in the heart of Melbourne CBD  Completely flexible hours and working arrangements  An approachable work culture that values work-life balance  Enjoyautonomy in your role as you work through interesting challenges within a brand-new space Opportunity for growth and professional development About the position Reporting to the Head Data Scientist, you will explore large datasets, discover trends and patterns and extract insightsto better assist our clients. Daily responsibilities include: Gather and process raw data at scale (including writing systems and scripts, calling APIs, write SQL queries, etc.) Build solutions to process unstructured data into a form suitable for analysis Working with non-traditional data sets, especially those with lexical and non-numeric components. Using statistical/predictive modelling and machine learning to perform analyses Presenting findings in an understandable form Requirements Masters or PhD from a statistic, physics, operations research, computer science, applied mathematics or similar mathematical science discipline Postgraduate and/or real-world experience in cleaning and analysing large data sets Strong programming capability and proficient in solvingproblems through programming and simulation Excellent statistical modelling, predictive modelling, or machine learning skills Exposure to big data systems and methodologies is a plus but not essential To express your interest please apply via SEEK."
53,0,Monash University,Conduct research in the field of Signal Processing and Machine Learning.,Full Time,34146792,Education & Training,Melbourne,"$112,789 - $130,054 pa Level C (plus 17% super)",Other,Bayside & South Eastern Suburbs,Lecturer or Senior Lecturer Signal Processing and Machine Learning,https://www.seek.com.au/job/34146792,big-data,,"112,789, 130,054",,112789.0,130054.0,121421.5,11.0,"Job No.  566573 Faculty / Portfolio:  Faculty of Engineering Electrical and Computer Systems Engineering Location:  Clayton campus Employment Type:  Full-time Duration:  Continuing appointment Remuneration:  $92,074 - $109,339 pa Level B / $112,789 - $130,054 pa Level C (plus 17% employer superannuation) Make your mark   Be a part of a supportive, collegiate environment   Participate in ground breaking research   b""If youre after a rewarding career, Monash University can help make it happen. With leading academics and world-class resources, combined with a ranking in the top 100 universities worldwide, we offer all you need to build a brighter future."" The Opportunity The Department of Electrical and Computer Systems Engineering is seeking to appoint a Lecturer/Senior Lecturer in the area of Signal Processing and Machine Learning. This includes (but is not limited to) the following fields: statistical signal processing  machine learning theory and techniques  digital signal processing  image/video analysis (eg texture and shape analysis, segmentation)  multimedia databases and data mining (feature extraction, content based access, high dimensional indexing and similarity search) computer vision  applications of big data processing (eg in energy systems, social systems, bio-informatics, autonomous vehicles, internet of things). In this position, you will conduct research and teaching of the highest international quality in a team of like-minded individuals and will be expected to provide expertise and knowledge aligned with the objectives and principles of the department. With support from the school you will attract funding to undertake research and recruit and supervise postgraduate students. Additionally, you will contribute to the running of the department, teach and conduct research in the field of Signal Processing and Machine Learning. This will include developing teaching materials, teaching large and small classes, supervising honours research projects and acting as an adviser for undergraduates. To be successful in this role you will have a degree in Electrical and Computer Systems Engineering or a related discipline of equivalent accreditation. If you feel that you have the skills and experience to thrive in this role we encourage you to apply. This role is a full-time position; however, flexible working arrangements may be negotiated. Your application must address the selection criteria. Please refer to "" How to apply for Monash Jobs "" Enquiries Professor Manos Varvarigos, Head of Department of Electrical and Computer Systems Engineering, +61 3 9905 3486 Position Description PD - Lecturer Signal Processing and Machine Learning PD - Senior Lecturer Signal Processing and Machine Learning Closing Date Sunday 24 September 2017, 11.55pm AEST"
54,0,Monash University,Conduct research in the field of Signal Processing and Machine Learning.,Full Time,34135145,Education & Training,Melbourne,"$112,789 - $130,054 pa Level C (plus 17% super)",Teaching - Tertiary,Bayside & South Eastern Suburbs,Lecturer or Senior Lecturer Signal Processing and Machine Learning,https://www.seek.com.au/job/34135145,big-data,,"112,789, 130,054",,112789.0,130054.0,121421.5,11.0,"Job No.  566573 Faculty / Portfolio:  Faculty of Engineering Electrical and Computer Systems Engineering Location:  Clayton campus Employment Type:  Full-time Duration:  Continuing appointment Remuneration:  $92,074 - $109,339 pa Level B / $112,789 - $130,054 pa Level C (plus 17% employer superannuation) Make your mark   Be a part of a supportive, collegiate environment   Participate in ground breaking research   b""If youre after a rewarding career, Monash University can help make it happen. With leading academics and world-class resources, combined with a ranking in the top 100 universities worldwide, we offer all you need to build a brighter future."" The Opportunity The Department of Electrical and Computer Systems Engineering is seeking to appoint a Lecturer/Senior Lecturer in the area of Signal Processing and Machine Learning. This includes (but is not limited to) the following fields: statistical signal processing  machine learning theory and techniques  digital signal processing  image/video analysis (eg texture and shape analysis, segmentation)  multimedia databases and data mining (feature extraction, content based access, high dimensional indexing and similarity search) computer vision  applications of big data processing (eg in energy systems, social systems, bio-informatics, autonomous vehicles, internet of things). In this position, you will conduct research and teaching of the highest international quality in a team of like-minded individuals and will be expected to provide expertise and knowledge aligned with the objectives and principles of the department. With support from the school you will attract funding to undertake research and recruit and supervise postgraduate students. Additionally, you will contribute to the running of the department, teach and conduct research in the field of Signal Processing and Machine Learning. This will include developing teaching materials, teaching large and small classes, supervising honours research projects and acting as an adviser for undergraduates. To be successful in this role you will have a degree in Electrical and Computer Systems Engineering or a related discipline of equivalent accreditation. If you feel that you have the skills and experience to thrive in this role we encourage you to apply. This role is a full-time position; however, flexible working arrangements may be negotiated. Your application must address the selection criteria. Please refer to "" How to apply for Monash Jobs "" Enquiries Professor Manos Varvarigos, Head of Department of Electrical and Computer Systems Engineering, +61 3 9905 3486 Position Description PD - Lecturer Signal Processing and Machine Learning PD - Senior Lecturer Signal Processing and Machine Learning Closing Date Sunday 24 September 2017, 11.55pm AEST"
55,0,SALT SEARCH PTY LTD,Searching for python developers with architecture experience to join a leading predictive analytics company.,Full Time,34374200,Information & Communication Technology,Sydney,$110k - $130k p.a.,Engineering - Software,"CBD, Inner West & Eastern Suburbs",Python Developer / Design Architect,https://www.seek.com.au/job/34374200,big-data,"110k, 130k",,,110000.0,130000.0,120000.0,14.0,"Company Focus:  Data Driven Analytics Location:  Sydney CBD Salary:  $90-110k base + super Who are they? b""Salts client are a pioneer in Predictive Analytics, and have built one of the market leading solutions of its kind. Its a SaaS solution that transforms a companys analytical capabilities and has been delivering huge ROI for some of Australia and APACs biggest brands. Theyre now going through some explosive growth. In short; its a great time to join their journey."" What will you be doing? You\ll join the development team in building their high-profile website and applications. Working closely with the CTO and the tech lead to assist in solution architecture and deliver high-quality code to make sure their products and apps are ""best in class"". Key requirements: The ideal candidate will be able to showcase as many of the following skills and attributes as possible: b""5+ years of Python development experience"" Solution architecture experience Working knowledge of AWS Experience with Apache Big Data Frameworks (Hadoop, Storm, Samza, Spark, Flink, Kafka, etc.) Previous work with Big Data and Machine Learning Agile Development Experience Work with GIT based repositories, Atlassian Jira and Confluence For more information and a confidential discussion, please call or email Kevin Monahan (kmonahan@welovesalt.com / 0413.875.852)"
56,0,RedDot Recruitment Pty Ltd,A global Digital performance management organisation based in the heart of the city in funky offices is actively on the hunt for an Account Director.,Full Time,34374090,Sales,Sydney,$110K-$120KBase+Super+Travel+Tools of The Trade,Account & Relationship Management,"CBD, Inner West & Eastern Suburbs",Account Director | Digital Performance | Performance Marketing | Sydney Based,https://www.seek.com.au/job/34374090,big-data,"110K, 120K",,,110000.0,120000.0,115000.0,25.0,"WHO ARE WE REPRESENTING : This global leading digital performance marketing analytics and Big Data company is regarded as one of the finest brands in the industry.Ranging in Technology, Tourism, Retail and more, they have been given the title as having one of the finest client portfolios in the industry. They have earned the reputation as the go to suppliers effective marketing analytics software . Due to continued growth our client is on the hunt for an experienced Account manager with an understanding of marketing data/Digital Performance to join this exciting and forward thinking organisation. b""WHATS INVOLVED IN THE POSITION :"" The role will see the successful candidate given the opportunity to manage a strategic set of high value accounts based in the heart of the Sydney CBD in their cool and funky offices. Managing a set of high value clients  Full client interaction  Key Account Management  Implementing strategies  WHAT ARE WE LOOKING FOR : 4 years Account management Experience  Experience managing Dealing with Marketing Directors on the client side.  Understanding of all the key Marketing based matrics  Forward thinking, works well within a team  b""Wants to love coming to work every day. "" REWARDS : $110,000 - $120,000 Base + Super + Travel Allowance + Tools of the trade  Great Company Culture  Strong Career Development opportunities  Opportunity to work with an industry leader whom has won some of the industries most prestigious awards. If you are interested in this opportunity or similar please contact and/or email your application via the ""Apply Now"" link located directly below OR email Neil at info@reddotrec.com.au. Alternatively you can call Neil on (02) 8262 1901."
57,"Challenging, interesting and unique work in intelligence and security Dedicated training, mentoring and development opportunities Competitive salary and benefits package",Department of Defence,"ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals.",Full Time,34372698,Government & Defence,ACT,"$65,133 – $89,449",Government - Federal,Unknown,Software Developer - Australian Signals Directorate,https://www.seek.com.au/job/34372698,big-data,,"65,133, 89,449",,65133.0,89449.0,77291.0,17.0,"Do you want to do things that most people can not? Do you like to grapple with complex and unusual problems? Can you be counted on to find innovative and clever solutions? The Australian Signals Directorate (ASD) is an intelligence agency in the Australian Government Department of Defence. b""ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals, for projects in computer and network security contexts. Your work will directly support ASDs offensive cyber capabilities  to disrupt, deny or degrade the computer networks of adversaries, including offshore cyber criminals, and to support military operations."" We are looking for someone with: Passion  loves computing and programming  Intellect  able to grasp complex computing concepts and develop sophisticated code Energy  productive, motivated, strong work ethic. Applicants should have an interest and training or expertise in one or more of the following technologies: Design and development in the C family of languages, Java or assembly;  Performance analysis and optimisation of software;  Design and development using distributed big data technologies such as Hadoop; Application and Data Processing development in Python including web application frameworks, user interfaces and automated testing; Operating systems internals, driver and kernel programming for Windows, Linux or other Unix platforms; Software vulnerability analysis and auditing, including code analysis, static analysis, fuzzing, reverse engineering, advanced debugging and vulnerability research; Mobile and embedded system design and development;  Parallel or multiprocessor development including GPGPU. The job offers 15.4% superannuation in addition to the salary. There are also ongoing opportunities for performance based bonus payments. The majority of positions will be located in Canberra, with some in Sydney. For further information, please visit www.asd.gov.au/careers"
58,"Challenging, interesting and unique work in intelligence and security Dedicated training, mentoring and development opportunities Competitive salary and benefits package",Department of Defence,"ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals.",Full Time,34372694,Government & Defence,Sydney,"$65,133 – $89,449",Government - Federal,"CBD, Inner West & Eastern Suburbs",Software Developer - Australian Signals Directorate,https://www.seek.com.au/job/34372694,big-data,,"65,133, 89,449",,65133.0,89449.0,77291.0,17.0,"Do you want to do things that most people can not? Do you like to grapple with complex and unusual problems? Can you be counted on to find innovative and clever solutions? The Australian Signals Directorate (ASD) is an intelligence agency in the Australian Government Department of Defence. b""ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals, for projects in computer and network security contexts. Your work will directly support ASDs offensive cyber capabilities  to disrupt, deny or degrade the computer networks of adversaries, including offshore cyber criminals, and to support military operations."" We are looking for someone with: Passion  loves computing and programming  Intellect  able to grasp complex computing concepts and develop sophisticated code Energy  productive, motivated, strong work ethic. Applicants should have an interest and training or expertise in one or more of the following technologies: Design and development in the C family of languages, Java or assembly;  Performance analysis and optimisation of software;  Design and development using distributed big data technologies such as Hadoop; Application and Data Processing development in Python including web application frameworks, user interfaces and automated testing; Operating systems internals, driver and kernel programming for Windows, Linux or other Unix platforms; Software vulnerability analysis and auditing, including code analysis, static analysis, fuzzing, reverse engineering, advanced debugging and vulnerability research; Mobile and embedded system design and development;  Parallel or multiprocessor development including GPGPU. The job offers 15.4% superannuation in addition to the salary. There are also ongoing opportunities for performance based bonus payments. The majority of positions will be located in Canberra, with some in Sydney. For further information, please visit www.asd.gov.au/careers"
59,"Challenging, interesting and unique work in intelligence and security Dedicated training, mentoring and development opportunities Competitive salary and benefits package",Department of Defence,"ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals.",Full Time,34372693,Government & Defence,Melbourne,"$65,133 – $89,449",Government - Federal,Unknown,Software Developer - Australian Signals Directorate,https://www.seek.com.au/job/34372693,big-data,,"65,133, 89,449",,65133.0,89449.0,77291.0,17.0,"Do you want to do things that most people can not? Do you like to grapple with complex and unusual problems? Can you be counted on to find innovative and clever solutions? The Australian Signals Directorate (ASD) is an intelligence agency in the Australian Government Department of Defence. b""ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals, for projects in computer and network security contexts. Your work will directly support ASDs offensive cyber capabilities  to disrupt, deny or degrade the computer networks of adversaries, including offshore cyber criminals, and to support military operations."" We are looking for someone with: Passion  loves computing and programming  Intellect  able to grasp complex computing concepts and develop sophisticated code Energy  productive, motivated, strong work ethic. Applicants should have an interest and training or expertise in one or more of the following technologies: Design and development in the C family of languages, Java or assembly;  Performance analysis and optimisation of software;  Design and development using distributed big data technologies such as Hadoop; Application and Data Processing development in Python including web application frameworks, user interfaces and automated testing; Operating systems internals, driver and kernel programming for Windows, Linux or other Unix platforms; Software vulnerability analysis and auditing, including code analysis, static analysis, fuzzing, reverse engineering, advanced debugging and vulnerability research; Mobile and embedded system design and development;  Parallel or multiprocessor development including GPGPU. The job offers 15.4% superannuation in addition to the salary. There are also ongoing opportunities for performance based bonus payments. The majority of positions will be located in Canberra, with some in Sydney. For further information, please visit www.asd.gov.au/careers"
60,"Challenging, interesting and unique work in intelligence and security Dedicated training, mentoring and development opportunities Competitive salary and benefits package",Department of Defence,"ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals.",Full Time,34372692,Government & Defence,Brisbane,"$65,133 – $89,449",Government - Federal,Unknown,Software Developer - Australian Signals Directorate,https://www.seek.com.au/job/34372692,big-data,,"65,133, 89,449",,65133.0,89449.0,77291.0,17.0,"Do you want to do things that most people can not? Do you like to grapple with complex and unusual problems? Can you be counted on to find innovative and clever solutions? The Australian Signals Directorate (ASD) is an intelligence agency in the Australian Government Department of Defence. b""ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals, for projects in computer and network security contexts. Your work will directly support ASDs offensive cyber capabilities  to disrupt, deny or degrade the computer networks of adversaries, including offshore cyber criminals, and to support military operations."" We are looking for someone with: Passion  loves computing and programming  Intellect  able to grasp complex computing concepts and develop sophisticated code Energy  productive, motivated, strong work ethic. Applicants should have an interest and training or expertise in one or more of the following technologies: Design and development in the C family of languages, Java or assembly;  Performance analysis and optimisation of software;  Design and development using distributed big data technologies such as Hadoop; Application and Data Processing development in Python including web application frameworks, user interfaces and automated testing; Operating systems internals, driver and kernel programming for Windows, Linux or other Unix platforms; Software vulnerability analysis and auditing, including code analysis, static analysis, fuzzing, reverse engineering, advanced debugging and vulnerability research; Mobile and embedded system design and development;  Parallel or multiprocessor development including GPGPU. The job offers 15.4% superannuation in addition to the salary. There are also ongoing opportunities for performance based bonus payments. The majority of positions will be located in Canberra, with some in Sydney. For further information, please visit www.asd.gov.au/careers"
61,0,Bluefin Resources Pty Limited,We are currently recruiting for an Analyst/Consultant to join a highly successful consulting firm focused on predictive modelling & insights.,Full Time,34370995,Banking & Financial Services,Sydney,$85k - $110k p.a. + super dep on experience ,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Analytics Consultant,https://www.seek.com.au/job/34370995,big-data,"85k, 110k",,,85000.0,110000.0,97500.0,20.0,"We are currently recruiting for an Analyst/Consultant to join a fast growing, highly successful consulting firm. This newly created role has come about due to the large growth of this organisation and increasing client portfolio. This is a hands on technical role therefore our client is looking for a candidate who can balance the technical side of building statistical models with face to face client interaction. This is a flat structured organisation therefore candidates with experience gained in more small to medium sized organisation are of particular interest as you will be required to be comfortable with an end to end role. Key responsibilities: Delivery of strategic insights Timely delivery of multiple client projects Delivery of modelling solutions including but not limited to Marketing Mix Modelling, Attribution, Choice, Pricing and Segmentation models Develop and deliver action-oriented, insightful analytical presentations Key Skills and Qualifications b""Bachelors Degree or above in Economics, Statistics, Mathematics, Operations Research or Marketing"" 1-3 years of experience in the application of analytics to guide business decisions, client relationship management and team development Possess a blend of marketing acumen, consulting expertise, and analytical capabilities that can create value and insights for clients b""Comfortable working with big data, interpreting advanced statistical analysis results and developing presentations using insights derived from the analytics"" Strong experience in predictive modelling, having built numerous models from scratch using methods such as Random Forest, Neural Networks, Decision Trees etc Candidates with building Market Mix Models would be of particular interest Desire and ability to collaborate and work well with others in a team environment Strong working knowledge of Microsoft PowerPoint and Excel Experience with data visualization and statistical software (e.g. Tableau, Spotfire, R, SPSS, SQL, SAS, etc.) If you have the required skills and experience, and wish to apply, please do so by following the link below. For further inquiries, please contact Marie Thow at Bluefin Resources on 02 9270 2640 IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
62,0,iKas International Australia,A rare opportunity with a leading FS organisation for an experienced Full stack developer to join their growing team.,Full Time,34362695,Information & Communication Technology,Sydney,$90k - $100k p.a.,Developers/Programmers,Unknown,Full Stack Web Developer - Sydney CBD,https://www.seek.com.au/job/34362695,big-data,"90k, 100k",,,90000.0,100000.0,95000.0,19.0,"Responsibilities: Write clean, stable, unit-tested code and accompanying documentation  Design and develop front-end and rich GUI interfaces using Responsive Web Design (RWD) using media queries and Bootstrap, HTML, CSS, jQuery, AJAX, JavaScript, SPA apps using Angular.js Work with the Software Architect to understand coding standards and architectural practices Creating custom, general use modules and components which extend the elements and modules of core AngularJS. Skills & Experience : 3+ years of exprience working on C#(compulsory)  Demonstrated experience working on Angular.js (compulsory) Experience in working on Front end and presentation technologies such as HTML5, React.js, CSS3, JQuery and Bootscrap will be an added advantage. Financial Services/Financial Markets experience will be a big advantage.  Understanding of the Big Data and Analytics space will be highly regarded.  Experience with the Agile methodology and way of working.  Demonstrated stakeholder management experience. Excellent interpersonal and negotiation skills. Need to be an Australian Permanent Resident/Citizen.  KEY WORDS : C#, .NET, .NET CORE, ANGULAR.JS, ANGULAR, JAVASCRIPT, HTML, HTML5, BOOTSCRAP, CSS, CSS3, AJAX, FINANCIAL SERVICES, MARKETS, FINANCIAL MARKETS This is a fantastic opportunity to collaborate with the BI and Analytics team to produce scalable front end solutions from concept through to production in their state of art offices in Sydney CBD. This is an excellent opportunity to have input on the full SDLC - from visual design, UI & front end development, interaction design to performance, analytics and SEO. There are strong career opportunities to grow into an experienced all-round Senior/Lead Front End Developer who can think at all levels. b""If this position interests you, please submit your resume via the Apply Now button. For further information please contact"" Manny  on the details below quoting reference MANFULL or call at 02 8270 0010. iKas International (Australia) Pty. Ltd. is providing recruitment services for this role. ""Personal data collected will be used for recruitment purposes only."""
63,0,Opus Recruitment Solutions,"calling analytical minds & problem solvers!

client facing experience?

marketing mix model expereince?

I WANT YOU
",Full Time,34362469,Information & Communication Technology,Sydney,$90000 - $120000 per annum,Business/Systems Analysts,Unknown,Analyst,https://www.seek.com.au/job/34362469,big-data,,,120000,120000.0,,120000.0,13.0,"Calling all analysts with experience within MARKETING CONSULTING industry or equivalent. Do you have  market mix modelling experience? Experienced working with  clients face to face? Problem solver? I want you! My client are a fast-growing marketing analytics consulting firm with operations all over the globe who are looking for an analyst who can assist in boosting the most respected marketers to improve their marketing execution. They provide results-oriented analytics and customized consulting services including marketing mix modelling, digital attribution, cross media attribution, pricing strategy, promotional effectiveness, forecasting and marketing optimization. This company is also a client-focused and team-oriented organization. Analysts are an extremely valued part of the project team and involved in the complete project cycle, from data processing to presentation delivery to ongoing business monitoring. Analysts support this companys processes and help lead statistical modeling, insights generation and presentation development. Applicants should have the following:   Experience using  SPSS, R, EXCEL    Excellent verbal and written communication skills   Comfortable working with big data and complex datasets   Highly analytical with strong problem solving skills   Ability to organize and prioritize schedules   Able to work autonomously as well as within a team environment  Client facing experience is preferred  Bachelors degree or above include: Economics, Statistics, Mathematics, Operations  Research, and Marketing or equivalent  Strong attention to detail  Responsibilities but not limited to:   Work with big data via hands on data processing and leading edge statistical modeling  Harmonize and process data to develop charts, reports and client presentations   Work closely with clients to understand their business objectives and provide strategic insights and recommendations  Employ sophisticated analytic methodologies to help clients work through challenging marketing planning issues and business questions  Identify innovative ways to drive efficiency in our processes and new ways of solving complex client business problems  Collaborate as part of a team to drive analyses and insights that lead to more informed decisions and improved business performance  Align deadlines for internal review of analytics and presentation drafts   Ensure deliverables are of high quality and meet the internal quality control guidelines   If you feel you meet this criteria please apply ASAP or call Lauren on 02 9238 4279"
64,0,Bluefin Resources Pty Limited,We are currently recruiting for an Analyst/Consultant to join a highly successful consulting firm focused on predictive modelling & insights.,Full Time,34360769,Banking & Financial Services,Sydney,$85k - $100k p.a. + super dep on experience ,Analysis & Reporting,"CBD, Inner West & Eastern Suburbs",Analytics Consultant,https://www.seek.com.au/job/34360769,big-data,"85k, 100k",,,85000.0,100000.0,92500.0,20.0,"We are currently recruiting for an Analyst/Consultant to join a fast growing, highly successful consulting firm. This newly created role has come about due to the large growth of this organisation and increasing client portfolio. This is a hands on technical role therefore our client is looking for a candidate who can balance the technical side of building statistical models with face to face client interaction. This is a flat structured organisation therefore candidates with experience gained in more small to medium sized organisation are of particular interest as you will be required to be comfortable with an end to end role. Key responsibilities: Delivery of strategic insights Timely delivery of multiple client projects Delivery of modelling solutions including but not limited to Marketing Mix Modelling, Attribution, Choice, Pricing and Segmentation models Develop and deliver action-oriented, insightful analytical presentations Key Skills and Qualifications b""Bachelors Degree or above in Economics, Statistics, Mathematics, Operations Research or Marketing"" 1-3 years of experience in the application of analytics to guide business decisions, client relationship management and team development Possess a blend of marketing acumen, consulting expertise, and analytical capabilities that can create value and insights for clients b""Comfortable working with big data, interpreting advanced statistical analysis results and developing presentations using insights derived from the analytics"" Strong experience in predictive modelling, having built numerous models from scratch using methods such as Random Forest, Neural Networks, Decision Trees etc Candidates with building Market Mix Models would be of particular interest Desire and ability to collaborate and work well with others in a team environment Strong working knowledge of Microsoft PowerPoint and Excel Experience with data visualization and statistical software (e.g. Tableau, Spotfire, R, SPSS, SQL, SAS, etc.) If you have the required skills and experience, and wish to apply, please do so by following the link below. For further inquiries, please contact Marie Thow at Bluefin Resources on 02 9270 2640 IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY. http://www.bluefinresources.com.au/privacy-policy"
65,0,Artesian Venture Partners,Help us build a revolutionary platform from scratch and work with awesome people and cutting edge technologies,Full Time,34355865,Information & Communication Technology,Sydney,"$130,000 - $179,999 plus equity",Developers/Programmers,"CBD, Inner West & Eastern Suburbs",CTO with Python/Django background,https://www.seek.com.au/job/34355865,big-data,,"130,000, 179,999",,130000.0,179999.0,154999.5,17.0,"What is this about? b""Artesian Venture Partners, one of Australias largest early stage venture capital funds, is creating a new platform that aims to reinvent the venture capital industry through big data and machine learning. Were looking for a talented CTO to help us build our tech stack from the ground up and make a significant contribution to the company and to the success of this innovative product."" Who are we looking for? b""Were searching for a fantastic new team member to join us on-site (Sydney CBD) and in a full-time and permanent capacity to build a platform that revolutionises the venture capital industry."" You will be instrumental in overseeing the technical direction and hiring process for the development team. The candidate will be able to provide hands-on management and assist with code and architecture in addition to working with other senior executives in developing a strategic growth plan. Core Competencies Strong technical ability with Python, Django, AWS, APIs and CI/CD tools Past experience in a team lead or senior role (start-up or corporate environment) Ability to lead a team of 5+ developers Excellent client and stakeholder communication skills Thrive in fast-paced and dynamic environment The role has the following responsibilities: Take ownership of platform selection and technical design Manage and grow tech team Own the development methodologies Work with product manager, designer, data scientist and developers to build a world class app Take ownership of defined sections of development, from ideation to creating technical specifications, to development, through to deployment Continually share ideas and knowledge with the team, to up skill yourself and others around you Keep up to date with trends and emerging technologies About the company Artesian is a great place to grow your career. Our team is small, friendly and motivated and we like to move fast. The roles here at Artesian are broad so you get to grow different skills, our hierarchies are flat and you get to make a real difference. We are well funded and offer a competitive salary / equity package for the right person. Anything else? b""Recruiters - we love you - but were sorry we wont be able to use you to help us fill this role at this time."" How to apply Please send the following to michael.imstepf@vcalphabeta.com : Your CV or a link to your LinkedIn profile A link to your Github account or to another place where we can see some of your code"
66,Top market salaries + bonus Internal career growth and development Flexible innovative team environment,Standard Data,Accelerated career path for top performing Hadoop Experts working as part of high impact Data Science team.,Full Time,34355465,Information & Communication Technology,Melbourne,"$120,000 - $200,000 + Bonus",Database Development & Administration,CBD & Inner Suburbs,Hadoop Developer,https://www.seek.com.au/job/34355465,big-data,,"120,000, 200,000",,120000.0,200000.0,160000.0,17.0,"Advance your career as a data expert in one of the fastest growing  Data Science consultancy. Multiple roles from Consultant, Senior Consultant and Principle Lead. This role requires Australian citizenship and preferably an existing security clearance. Team is expected to be split between Melbourne and Canberra. Applications close 15/09/2017. Start date for 16 October 2017. Looking for exceptional  Hadoop Developers  to join the Standard Data team as consultants in house with government/large corporate clients and in the delivery of major data science projects. The full-time position  provides  attractive remuneration  and team structure that supports continued development, lifestyle, growth and internal progression within the company. Looking for candidates with experience including the majority of the following: Hadoop, Cloudera, HiveQL, Spark, Scala, Impala, NoSQL, HDFS, Java, Python, Bash shell scripting, HBase, R, Map Reduce, Oozie Strong communication skills, delivering results to clients and working in teams Extensive knowledge and skills in designing, transforming, developing and implementing systems architecture using Hadoop technologies. Experience successfully delivering Hadoop projects in a commercial or government environment Ability to influence design decisions, mentor junior developers and impart knowledge. Preference for Tertiary Qualifications and or Cloudera/Hadoop certifications  Standard Data is a Data Science consultancy with a growing team of specialist data scientists, engineers, developers, information architects, data modelers, ETL experts, BI Business intelligence experts, programmers, solution architects, DBA database administrators, statistical analysis experts and data analysts.  This role suits an individual with a passion for big data, and experience working with agile methodologies on large enterprise architecture. This is an opportunity to utilise quantitative reasoning, and analytical problem solving to delivery large projects with significant financial impact. Seeking people with a background from government, consulting or large corporations, ready to take the next step in their career.  Citizenship is mandatory with a preference to those with baseline clearance. Applications close 15/09/2017."
67,"Challenging, interesting and unique work in intelligence and security Dedicated training, mentoring and development opportunities Competitive salary and benefits package",Department of Defence,"ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals.",Full Time,34354765,Information & Communication Technology,Brisbane,"$65,133 – $89,449",Developers/Programmers,Unknown,Software Developer - Australian Signals Directorate,https://www.seek.com.au/job/34354765,big-data,,"65,133, 89,449",,65133.0,89449.0,77291.0,17.0,"Do you want to do things that most people can not? Do you like to grapple with complex and unusual problems? Can you be counted on to find innovative and clever solutions? The Australian Signals Directorate (ASD) is an intelligence agency in the Australian Government Department of Defence. b""ASD is looking for software developers with a range of experience, from university graduates to seasoned professionals, for projects in computer and network security contexts. Your work will directly support ASDs offensive cyber capabilities  to disrupt, deny or degrade the computer networks of adversaries, including offshore cyber criminals, and to support military operations."" We are looking for someone with: Passion  loves computing and programming  Intellect  able to grasp complex computing concepts and develop sophisticated code Energy  productive, motivated, strong work ethic. Applicants should have an interest and training or expertise in one or more of the following technologies: Design and development in the C family of languages, Java or assembly;  Performance analysis and optimisation of software;  Design and development using distributed big data technologies such as Hadoop; Application and Data Processing development in Python including web application frameworks, user interfaces and automated testing; Operating systems internals, driver and kernel programming for Windows, Linux or other Unix platforms; Software vulnerability analysis and auditing, including code analysis, static analysis, fuzzing, reverse engineering, advanced debugging and vulnerability research; Mobile and embedded system design and development;  Parallel or multiprocessor development including GPGPU. The job offers 15.4% superannuation in addition to the salary. There are also ongoing opportunities for performance based bonus payments. The majority of positions will be located in Canberra, with some in Sydney. For further information, please visit www.asd.gov.au/careers"
